drg;name;AnzahlHA;mwVwd;vwdStd;AnzKLHA;AntKLHA;AnzLLHA;AntLLHA
I01Z;Beidseitige Eingriffe oder mehrere große Eingriffe an Gelenken der unteren Extremität mit komplexer Diagnose;3085;39,6201;22,7678;19;0,0062;664;0,2152
I02A;Großfl. Gewebe- / Hauttransplantation, außer an der Hand, mit komplizierender Konstellation, Eingriff an mehreren Lokalisationen oder mit schwerem Weichteilschaden, mit äußerst schweren CC und komplexer OR-Prozedur;803;63,4981;37,5367;26;0,0324;335;0,4172
I02B;Großfl. Gewebe- / Hauttransplantation, auß. an d. Hand, m. kompliz. Konst., Eingr. an mehr. Lokal. od. schw. Weichteilschaden, m. äuß. schwer. CC od. kompl. OR-Proz. oder mit hochkompl. Gewebetransplantation oder bei bösart. Neub. und kompl. OR-Prozedur;2515;49,8231;29,956;82;0,0326;755;0,3002
I02C;Großfl. Gewebe- / Hauttransplantation, außer an der Hand, mit kompliz. Konst., Eingriff an mehreren Lokalisationen oder schw. Weichteilschaden, ohne äuß. schw. CC, ohne komplexe OR-Prozedur od. mit komplexer plast. Rekonstruktion od. kompl. OR-Prozedur;2069;36,8163;21,0246;79;0,0382;443;0,2141
I02D;Kleinflächige oder großflächige Gewebe- / Hauttransplantation, außer an der Hand, mit äußerst schweren CC;3986;30,4054;19,0385;225;0,0564;686;0,1721
I03A;Revision oder Ersatz des Hüftgelenkes mit kompl. Diagnose od. Arthrodese od. Alter < 16 Jahre od. beidseitige Eingriffe od. mehrere große Eingr. an Gelenken der unteren Extremität mit kompl. Eingr., mit äußerst schw. CC, od. Eingr. an mehreren Lok.;2279;32,0347;21,5053;64;0,0281;430;0,1887
I03B;Revision oder Ersatz des Hüftgelenkes mit kompl. Diagnose od. Arthrodese od. Alter < 16 Jahre od. beidseitige Eingriffe od. mehrere große Eingr. an Gelenken der unteren Extremität mit kompl. Eingr., oh. äußerst schw. CC, oh. Eingr. an mehreren Lok.;5481;21,3384;11,9579;23;0,0042;586;0,1069
I04Z;Implantation, Wechsel oder Entfernung einer Endoprothese am Kniegelenk mit komplizierender Diagnose oder Arthrodese;4907;20,3428;13,1336;22;0,0045;655;0,1335
I05A;Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, ohne komplexen Eingriff, mit äußerst schweren CC;8773;16,4668;9,1857;576;0,0657;774;0,0882
I05B;Anderer großer Gelenkersatz;17761;11,1964;5,4682;130;0,0073;1181;0,0665
I06A;Komplexe Eingriffe an der Wirbelsäule mit Wirbelsäulenrelease oder mit bestimmtem mehrzeitigem Eingriff oder mit Eingriff an mehreren Lokalisationen oder mit komplizierender Konstellation, oder bei Para- / Tetrapl. mit äußerst schweren CC;1056;29,7623;22,1119;43;0,0407;207;0,196
I06B;Komplexe Eingriffe an Wirbelsäule, Kopf und Hals mit hochkomplexem Eingriff an der Wirbelsäule oder komplexem Eingriff an Kopf und Hals, Alter < 19 Jahre oder mit sehr komplexem Eingriff bei schwerer entzündlicher Erkrankung;748;17,0936;12,1313;5;0,0067;108;0,1444
I06C;Komplexe Eingriffe an der Wirbelsäule mit sehr komplexem Eingriff an Wirbelsäule ohne schwer entz. Erkr. oder mit Wirbelkörperersatz oder bei schwerer entzündlicher Erkrankung oder bösartiger Neubildung, mit äußerst schweren CC oder Halotraktion;2730;22,0172;14,9365;48;0,0176;369;0,1352
I06D;Komplexe Eingriffe an Wirbelsäule, Kopf und Hals ohne hochkomplexen oder sehr komplexen Eingriff, ohne Wirbelkörperersatz, ohne schwere entzündliche Erkrankung, ohne bösartige Neubildung, ohne äußerst schwere CC, ohne Halotraktion;80;7,00;5,8418;2;0,025;8;0,10
I07Z;Amputation bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;1943;19,8441;13,2692;89;0,0458;206;0,106
I08A;And. mäßig kompl. Eingriffe an Hüftgelenk und Femur mit kompl. Mehrfacheingriff oder mit sehr kompl. Diagnosen, mit Osteotomie oder Muskel- / Gelenkplastik bei Zerebralparese oder Kontraktur oder mit best. Eingriff bei Beckenfraktur;801;21,0612;15,3485;52;0,0649;55;0,0687
I08B;And. mäßig kompl. Eingriffe an Hüftgelenk und Femur mit kompl. Mehrfacheingriff oder mit sehr kompl. Diagnosen, ohne Osteotomie oder Muskel- / Gelenkplastik bei Zerebralparese oder Kontraktur, ohne best. Eingriff bei Beckenfraktur, Alter< 16 Jahre;266;12,782;18,55;6;0,0226;35;0,1316
I08C;And. mäßig kompl. Eingriffe an Hüftgelenk und Femur mit kompl. Mehrfacheingr. od. sehr kompl. Diagn., Alter > 15 J. od. mit kompl. Eingr. od. äuß. schweren CC bei best. Beckenrepositionen;7978;22,6435;14,6991;304;0,0381;974;0,1221
I08D;And. mäßig kompl. Eingriffe an Hüftgelenk und Femur mit kompl. Eingriff od. äußerst schweren CC, oh. Osteotomie od. Muskel- / Gelenkplastik, od. oh. kompl. Eingr., oh. äuß. schw. CC, mit best. Beckenrep., oh. Osteotomie od. Muskel- / Gelenkplastik;28265;14,1165;8,1542;1167;0,0413;2115;0,0748
I08E;And. mäßig kompl. Eingr. an Hüftgel. und Femur m. kompl. Eingr. od. äuß. schw. CC ohne best. Beckenrep. mit Osteotomie od. Muskel- / Gelenkplastik od. ohne kompl. Eingr., ohne äuß. schw. CC, mit Osteot. od. Muskel- / Gelenkplastik, oh. best. Beckenrep.;769;7,2913;4,0499;7;0,0091;34;0,0442
I08F;And. Eingr. an Hüftgel. und Femur oh. kompl. Mehrfacheingr., oh. sehr kompl. Diagn., oh. kompl. Eingr., oh. äußerst schw. CC, oh. Osteot. od. Muskel- / Gelenkpl., oh. mäßig kompl. Eingr. und m. Knochentranspl. und -transp. am dist. Femur od. Revision;64857;10,8681;5,2936;4282;0,066;3268;0,0504
I08G;And. Eingr. Hüftgel. u. Femur od. Ers. Hüftgel. m. Eingr. an oberer Extremität od WS, oh. mäßig komplexer Eingriff, oh. Knochentransplantation und -transposition am distalen Femur oder Revision ohne Wechsel Endoprothetik Hüfte;5974;4,4555;3,7505;744;0,1245;376;0,0629
I09A;Bestimmte Eingriffe an der Wirbelsäule, mit sehr kompl. Osteosynthese und äuß. schw. CC od. mehrz. kompl. Eingr. od. kompl. Eingr. m. WK-Ersatz. od. versch. kompl. Eing. an mehreren Seg.;6054;23,6577;13,3629;108;0,0178;845;0,1396
I09B;Bestimmte Eingriffe an der Wirbelsäule, ohne sehr kompl. Osteosynth., ohne mehrz. kompl. Eingr., mit kompl. Osteosynth. und äußerst schw. CC;3018;24,4725;14,7907;94;0,0311;456;0,1511
I09C;Bestimmte Eingriffe an der Wirbelsäule, ohne kompl. Eingr., ohne WK-Ersatz, ohne versch. kompl. Eingr. an mehreren Seg., mit best. aufw. WS-Eingr., mit best. Kyphopl., m. best. Eingr. am Schädel, Gehirn, Rückenm. od. WS;12565;15,3245;8,4713;215;0,0171;1145;0,0911
I09D;Bestimmte Eingriffe an der Wirbelsäule, ohne kompl. Eingr., ohne WK-Ersatz, ohne versch. kompl. Eingr. an mehreren Seg., mit best. aufw. WS-Eingr., mit best. Kyphopl., ohne best. Eingr. an Schädel, Gehirn, Rückenm. od. WS;33489;11,4874;6,0209;395;0,0118;2555;0,0763
I09E;Bestimmte Eingriffe an der Wirbelsäule, ohne best. aufw. WS-Eingr., mit best. WS-Osteosynthesen, od. bei Para- / Tetraplegie od. bei HWS-Fraktur, od. m. intervertebrale Cages > 2 Seg.;12024;8,9039;5,5433;284;0,0236;847;0,0704
I09F;Bestimmte Eingriffe an der Wirbelsäule, ohne best. aufw. WS-Eingr., ohne best. WS-Osteosynthesen, ohne Para- / Tetraplegie ohne HWS-Fraktur, ohne intervertebrale Cages > 2 Seg.;23308;8,6679;5,5276;1064;0,0456;1882;0,0807
I10A;Andere Eingriffe an der Wirbelsäule mit bestimmtem Eingriff an Rückenmark, Spinalkanal, Wirbelsäule, Rumpf mit äußerst schwerem CC;3981;18,8754;13,1847;186;0,0467;499;0,1253
I10B;Andere Eingriffe an der Wirbelsäule mit best. kompl. Eingr. od. Halotraktion od. Para- / Tetraplegie, od. Wirbelfraktur mit bestimmten Eingriffen an Wirbelsäule, Spinalkanal und Bandscheibe ohne äußerst schw. CC;15017;9,364;6,2041;291;0,0194;1130;0,0752
I10C;Andere Eingriffe an der Wirbelsäule mit kompl. Eingriff an d. Wirbelsäule, mit intervertebralem Cage 1 Seg. od. bei best. Spinalkanalstenose od. best. Bandscheibenschäden;11229;5,989;3,3737;36;0,0032;673;0,0599
I10D;Andere Eingriffe an der Wirbelsäule mit kompl. Eingriff an d. Wirbelsäule, ohne intervertebralem Cage 1 Seg., ohne best. Spinalkanalstenose, ohne Bandscheibenschäden;30542;7,5445;4,6553;910;0,0298;2218;0,0726
I10E;Andere Eingriffe an der Wirbelsäule, ohne kompl. Eingr. an d. WS, ohne äuß. schw. CC, ohne Halotraktion, außer bei Para- / Tetraplegie, ohne Wirbelfraktur, mit mäßig kompl. Eingriff;78900;6,9607;4,3907;697;0,0088;6801;0,0862
I10F;Andere Eingriffe an der Wirbelsäule, ohne kompl. Eingriff, ohne äuß. schw. CC, ohne Halotraktion, auß. bei Para- / Tetraplegie, ohne Wirbelfraktur, ohne mäßig kompl. Eingriff, mit wenig kompl. Eingriff;5746;3,6377;3,8963;742;0,1291;301;0,0524
I10G;Andere Eingriffe an der Wirbelsäule, ohne kompl. Eingriff, ohne äuß. schw. CC, ohne Halotraktion, auß. bei Para- / Tetraplegie, ohne Wirbelfraktur, ohne mäßig kompl. Eingriff,ohne wenig kompl. Eingriff;3390;2,449;2,2544;1258;0,3711;153;0,0451
I11Z;Eingriffe zur Verlängerung einer Extremität;394;9,566;7,4333;52;0,132;16;0,0406
I12A;Knochen- und Gelenkinfektion / -entzündung mit verschiedenen Eingriffen am Muskel-Skelett-System und Bindegewebe mit äußerst schweren CC;3244;24,1754;15,8853;162;0,0499;457;0,1409
I12B;Knochen- und Gelenkinfektion / -entzündung mit verschiedenen Eingriffen am Muskel-Skelett-System und Bindegewebe mit schweren CC, mit Revision des Kniegelenkes oder Osteomyelitis, Alter < 16 Jahre;3090;15,2291;10,5591;277;0,0896;221;0,0715
I12C;Knochen- und Gelenkinfektion / -entzündung mit verschiedenen Eingriffen am Muskel-Skelett-System und Bindegewebe mit schweren CC, ohne Revision des Kniegelenkes, ohne Osteomyelitis, Alter > 15 Jahre;8165;9,0768;6,8149;1161;0,1422;588;0,072
I13A;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit komplexem Mehrfacheingriff oder aufwändiger Osteosynthese mit komplizierenden Eingriffen am Humerus;5110;17,5292;10,4248;289;0,0566;410;0,0802
I13B;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit komplexem Mehrfacheingriff oder aufwändiger Osteosynthese ohne komplizierenden Eingriffen am Humerus;5548;12,9047;6,9571;136;0,0245;353;0,0636
I13C;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit best. Mehrfacheingr. od. kompl. Diagn. od. best. kompl. Osteotomie bei kompl. Eingriff od. schw. Weichteilschaden, oder bestimmte Eingriffe bei Endoprothese der oberen Extremität;29853;10,3812;6,679;805;0,027;2083;0,0698
I13D;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit komplexem Eingriff oder schwerem Weichteilschaden oder komplexer Osteotomie bei mäßig komplexem Eingriff oder Pseudarthrose;27364;8,3971;4,7318;905;0,0331;1842;0,0673
I13E;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit mäßig komplexem Eingriff oder bei Pseudarthrose;35415;7,7275;4,7486;2250;0,0635;2008;0,0567
I13F;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk, ohne aufwändige Osteosynthese, ohne Mehrfacheingriff, ohne komplexe Diagnose, ohne komplexe Prozedur, ohne schweren Weichteilschaden, ohne mäßig komplexen Eingriff, ohne Pseudarthrose;48812;5,2452;4,0896;5040;0,1033;3542;0,0726
I14Z;Revision eines Amputationsstumpfes;846;11,7801;9,2474;127;0,1501;55;0,065
I15A;Operationen am Hirn- und Gesichtsschädel, mit bestimmtem intrakraniellen Eingriff oder außer Materialentfernung, Alter < 16 Jahre;890;9,2584;10,9812;25;0,0281;87;0,0978
I15B;Operationen am Hirn- und Gesichtsschädel, ohne bestimmten intrakraniellen Eingriff, Alter > 15 Jahre oder Materialentfernung;703;8,6444;8,5376;16;0,0228;61;0,0868
I16Z;Andere Eingriffe am Schultergelenk oder an der Klavikula, oder offene Repositionen bei einer Klavikulafraktur;63922;2,9409;2,0784;12790;0,2001;2507;0,0392
I17Z;Operationen am Gesichtsschädel;1633;6,7783;4,7333;88;0,0539;112;0,0686
I18A;Wenig komplexe Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm, Alter < 16 Jahre oder mit mäßig komplexem Eingriff oder mit beidseitigem Eingriff am Kniegelenk;17282;3,3864;3,3734;5238;0,3031;994;0,0575
I18B;Wenig komplexe Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm, Alter > 15 Jahre, ohne mäßig komplexen Eingriff, ohne beidseitigen Eingriff am Kniegelenk;67352;2,1943;2,1667;32201;0,4781;3240;0,0481
I20A;Eingriffe am Fuß, mit mehreren hochkomplexen Eingriffen, mit hochkomplexem Eingriff und komplexer Diagnose, mit Teilwechsel Endoprothese des unteren Sprunggelenks oder mit bestimmter Arthrodese;2633;12,7721;8,6545;281;0,1067;143;0,0543
I20B;Eingriffe am Fuß, mit mehreren komplexen Eingriffen, mit hochkomplexem Eingriff, bei Zerebralparese, mit Teilwechsel Endoprothese d. unteren Sprunggelenks, mit komplexem Eingriff bei komplexer Diagnose, mit Eingriff an Sehnen des Rückfußes;10102;9,0647;6,1867;1430;0,1416;509;0,0504
I20C;Eingr. am Fuß oh. mehr. kompl. Eingr., m. kompl. Eingr. od. schw. Weichteilsch. od. Osteomyelitis / Arthritis od. Eingr. Großz. m. kompl. Eingr. an mehr. Strah., m. Knochentx, m. Impl. Zehengel. od. bei Kalka., od. Einz. Mehrf. > 3 Mittelf.- / Zehenstr.;23512;5,2959;4,5417;1481;0,063;1196;0,0509
I20D;Eingriffe am Fuß ohne komplexe Eingriffe, mit Eingriff an mehr als einem Strahl oder chronischer Polyarthritis;12830;3,6822;2,535;1381;0,1076;331;0,0258
I20E;Eingriffe am Fuß ohne komplexen Eingriff, Alter < 16 Jahre;2585;2,8271;1,968;749;0,2897;116;0,0449
I20F;Eingriffe am Fuß ohne komplexen Eingriff, Alter > 15 Jahre;43901;3,1198;2,7765;11314;0,2577;1922;0,0438
I21Z;Lokale Exzision und Entfernung von Osteosynthesematerial an Hüftgelenk, Femur und Wirbelsäule oder komplexe Eingriffe an Ellenbogengelenk und Unterarm oder bestimmte Eingriffe an der Klavikula;94154;3,8174;2,9865;12847;0,1364;5294;0,0562
I22A;Gewebe- / Hauttransplantation, außer an der Hand, mit großfläch. Gewebetransplantation, mit komplizierender Konstellation, Eingriff an mehreren Lokalisationen, schwerem Weichteilschaden oder komplexer Gewebetransplantation mit schweren CC;1714;23,4895;14,2726;109;0,0636;239;0,1394
I22B;Gewebe- / Hauttransplantation, außer an der Hand, mit kleinflächiger Gewebetransplantation od. mit großflächiger Gewebetransplantation ohne kompliz. Konst., oh. Eingr. an mehreren Lokal., oh. schw. Weichteilschaden, oh. kompl. Gewebetranspl. m. schw. CC;2683;21,7078;13,5285;174;0,0649;248;0,0924
I23A;Lokale Exzision und Entfernung von Osteosynthesematerial außer an Hüftgelenk, Femur und Wirbelsäule mit komplizierendem Eingriff am Knochen;8104;2,5112;2,5511;3129;0,3861;341;0,0421
I23B;Lokale Exzision und Entfernung von Osteosynthesematerial außer an Hüftgelenk, Femur und Wirbelsäule ohne komplizierenden Eingriff am Knochen;43951;2,1417;2,7014;24169;0,5499;2185;0,0497
I24Z;Arthroskopie einschließlich Biopsie oder andere Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm;58117;1,8823;1,9556;34922;0,6009;1984;0,0341
I26Z;Intensivmedizinische Komplexbehandlung > 588 / 552 Aufwandspunkte oder hochaufwändiges Implantat bei hochkomplexer Gewebe- / Hauttransplantation;2026;37,1925;23,2001;19;0,0094;451;0,2226
I27A;Eingriffe am Weichteilgewebe oder kleinflächige Gewebetransplantationen mit bestimmter Diagnose und bestimmtem Eingriff, oder mit äußerst schweren CC oder bösartiger Neubildung und schweren CC und bestimmter Diagnose und komplexe Eingr.;544;15,671;9,8967;18;0,0331;41;0,0754
I27B;Eingr. am Weichteilg. oder kleinfl. Gewebetransplant., ohne best. Diagn. und best. Eingriff, ohne äuß. schw. CC oder bösartige Neub. und schw. CC, ohne schw. CC und mit bösartiger Neub. bei best. Eingr. am Weichteilgew. od. kleinfl. Gewebetransplant.;3695;17,4081;12,4086;378;0,1023;350;0,0947
I27C;Eingr. am Weichteilg. oder kleinfl. Gewebetransplant., oh. best. Diagnose und best. Eingriff, oh. Äußerst schw. CC oder bösartige Neub. und schw. CC, mit schw. CC u. mit bösartige Neub. bei best. Eingr. am Weichteilgew. od. kleinfl. Gewebetransplant.;5559;8,4044;7,0785;747;0,1344;396;0,0712
I27D;Eingr. am Weichteilg. oder kleinfl. Gewebetransplant., oh. best. Diagnose und best. Eingriff, oh. Äußerst schw. CC oder bösartige Neub. und schw. CC, oh. schw. CC und oh. bösartige Neub. bei best. Eingr. am Weichteilgew. od. kleinfl. Gewebetransplant.;51404;4,0537;3,2202;7892;0,1535;2739;0,0533
I28A;Komplexe Eingriffe am Bindegewebe;1454;6,8542;7,4838;241;0,1657;57;0,0392
I28B;Mäßig komplexe Eingriffe am Bindegewebe;7834;7,9081;7,821;1689;0,2156;502;0,0641
I28C;Andere Eingriffe am Bindegewebe;4182;4,2774;5,6199;1086;0,2597;392;0,0937
I29A;Komplexe Eingriffe am Schultergelenk oder bestimmte Osteosynthesen an der Klavikula, bei komplizierender Diagnose oder Eingriff an mehreren Lokalisationen;4926;5,4943;3,9056;168;0,0341;353;0,0717
I29B;Komplexe Eingriffe am Schultergelenk oder bestimmte Osteosynthesen an der Klavikula, ohne komplizierende Diagnose oder ohne Eingriff an mehreren Lokalisationen;67496;3,5187;2,0392;5083;0,0753;2369;0,0351
I30Z;Komplexe Eingriffe am Kniegelenk oder arthroskopische Eingriffe am Hüftgelenk;56758;4,1651;3,0716;3133;0,0552;3458;0,0609
I31A;Mehrere komplexe Eingriffe an Ellenbogengelenk und Unterarm oder gelenkübergreifende Weichteildistraktion bei angeborenen Anomalien der Hand, mit aufwändigen Eingriffen am Unterarm;3187;9,5353;5,8501;177;0,0555;197;0,0618
I31B;Mehrere komplexe Eingriffe an Ellenbogengelenk und Unterarm oder gelenkübergreifende Weichteildistraktion bei angeborenen Anomalien der Hand;13776;5,9559;4,4781;667;0,0484;1010;0,0733
I32A;Eingr. an Handgelenk u. Hand mit mehrzeitigem kompl. od. mäßig kompl. Eingr. od. mit Komplexbehandl. Hand od. mit aufwändigem rekonstruktiven Eingr. bei angeborener Fehlbildung der Hand oder mit best. gefäßgestielten Knochentx. bei Pseudarthrose der Hand;2146;12,4599;9,0302;162;0,0755;178;0,0829
I32B;Eingr. an Handgel. und Hand ohne mehrz. Eingr., oh. Komplexb. Hand, ohne aufw. rekonstr. Eingr., mit kompl. Eingr. od. b. angeb. Anomalie d. Hand od. Pseudarthr., Alter < 6 J. od. kompl. Eingr. b. angeb. Fehlb. d. Hand u. Alter < 16 J.;639;4,0798;2,7761;131;0,205;10;0,0156
I32C;Eingr. an Handg. und Hand oh. mehrz. Eingr., oh. Komplexb. Hand, mit kompl. Eingr. od. bei angeb. Anomalie d. Hand od. Pseudarthr., Alter > 5 J. od. oh. kompl. Eingr. b. angeb. Fehlb. d. Hand und Alter < 16 J., mit best. Eingr. od. kompl. Diag.;1897;6,1829;3,9205;269;0,1418;17;0,009
I32D;Eingriffe an Handgelenk und Hand mit komplexem Eingriff, ohne komplexe Diagnose oder ohne sehr komplexen Eingriff, oder mit komplexer Diagnose oder mit bestimmtem oder beidseitigem Eingriff;16579;3,4779;2,5401;2652;0,16;623;0,0376
I32E;Mäßig komplexe Eingriffe an Handgelenk und Hand, Alter < 6 Jahre;381;2,2835;1,9259;162;0,4252;17;0,0446
I32F;Mäßig komplexe Eingriffe an Handgelenk und Hand, Alter > 5 Jahre;50075;2,6295;2,2146;18136;0,3622;2158;0,0431
I32G;Eingriffe an Handgelenk und Hand ohne komplexe oder mäßig komplexe Eingriffe;10335;1,9033;1,9183;6408;0,62;408;0,0395
I33Z;Rekonstruktion von Extremitätenfehlbildungen;236;12,0678;11,4689;6;0,0254;25;0,1059
I34Z;Geriatrische frührehabilitative Komplexbehandlung mit bestimmter OR-Prozedur bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;27046;27,3805;8,4569;0;0,00;1549;0,0573
I36Z;Beidseitige Implantation einer Endoprothese an Hüft- und/oder Kniegelenk;989;14,1375;8,0238;1;0,001;85;0,0859
I37Z;Resezierender Eingriff am Becken bei bösartiger Neubildung des Beckens oder Mehretageneingriffe an der unteren Extremität;159;20,1572;13,0668;12;0,0755;8;0,0503
I39Z;Strahlentherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe, mehr als 8 Bestrahlungen;4176;24,6521;13,2144;117;0,028;549;0,1315
I40Z;Frührehabilitation bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;632;29,2642;16,74;0;0,00;0;0,00
I41Z;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;57924;21,5338;5,6989;0;0,00;2140;0,0369
I42Z;Multimodale Schmerztherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;36568;11,8005;3,7387;0;0,00;946;0,0259
I43A;Implantation oder Wechsel bestimmter Endoprothesen am Knie- oder am Ellenbogengelenk oder Prothesenwechsel am Schulter- oder am Sprunggelenk, mit äußerst schweren CC;1252;24,8323;15,8785;38;0,0304;151;0,1206
I43B;Implantation oder Wechsel bestimmter Endoprothesen am Knie- oder am Ellenbogengelenk oder Prothesenwechsel am Schulter- oder am Sprunggelenk, ohne äußerst schwere CC;12408;12,5509;5,1094;23;0,0019;708;0,0571
I44A;Implantation einer bikondylären Endoprothese oder andere Endoprothesenimplantation / -revision am Kniegelenk, mit äußerst schweren CC oder Korrektur einer Brustkorbdeformität;1656;17,1214;9,9882;49;0,0296;165;0,0996
I44B;Implantation einer bikondylären Endoprothese oder andere Endoprothesenimplantation / -revision am Kniegelenk, ohne äußerst schweren CC oder ohne Korrektur einer Brustkorbdeformität;111974;11,2534;3,0487;93;0,0008;4109;0,0367
I44C;Verschiedene Endoprotheseneingriffe am Kniegelenk;20228;9,353;3,4903;88;0,0044;672;0,0332
I45A;Implantation und Ersatz einer Bandscheibenendoprothese, mehr als ein Segment;1123;5,8736;2,6991;2;0,0018;58;0,0516
I45B;Implantation und Ersatz einer Bandscheibenendoprothese, weniger als 2 Segmente;3468;5,6759;2,6018;5;0,0014;158;0,0456
I46A;Prothesenwechsel am Hüftgelenk mit äußerst schweren CC oder Eingriff an mehreren Lokalisationen;1650;24,2661;13,297;66;0,04;170;0,103
I46B;Prothesenwechsel am Hüftgelenk ohne äußerst schwere CC, ohne Eingriff an mehreren Lokalisationen;15032;14,47;6,3638;74;0,0049;950;0,0632
I47A;Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, ohne äußerst schwere CC, Alter > 15 Jahre, mit komplizierendem Eingriff oder mit Implantation / Wechsel einer Radiuskopfprothese;9878;11,2027;4,443;99;0,01;460;0,0466
I47B;Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, ohne äußerst schwere CC, Alter > 15 Jahre, ohne komplizierenden Eingriff;165281;11,4561;3,7055;687;0,0042;8231;0,0498
I50Z;Gewebe- / Hauttransplantation, außer an der Hand, ohne komplizierende Konstellation, ohne Eingriff an mehreren Lokalisationen, ohne schweren Weichteilschaden, ohne äußerst schwere oder schwere CC;7332;13,2986;9,7714;1130;0,1541;601;0,082
I54Z;Strahlentherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe, weniger als 9 Bestrahlungen bei bösartiger Neubildung;3642;9,8416;8,2315;385;0,1057;322;0,0884
I59Z;Andere Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk oder mäßig komplexe Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm;15899;2,4218;2,1606;6052;0,3807;845;0,0531
I60Z;Frakturen am Femurschaft, Alter < 3 Jahre;251;8,2749;8,1117;138;0,5498;1;0,004
I64A;Osteomyelitis, Alter < 16 Jahre;1014;9,8176;8,5907;361;0,356;29;0,0286
I64B;Osteomyelitis, Alter > 15 Jahre, mit äußerst schweren oder schweren CC;657;12,0868;9,8674;55;0,0837;64;0,0974
I64C;Osteomyelitis, Alter > 15 Jahre, ohne äußerst schwere oder schwere CC;2044;6,3175;5,8185;322;0,1575;149;0,0729
I65A;Bösartige Neubildung des Bindegewebes einschließlich pathologischer Fraktur, Alter < 17 Jahre oder mit äußerst schweren CC, mit hochkomplexer Chemotherapie;538;8,1468;7,6017;1;0,0019;96;0,1784
I65B;Bösartige Neubildung des Bindegewebes einschließlich pathologischer Fraktur, Alter < 17 Jahre oder mit äußerst schweren CC, ohne hochkomplexe Chemotherapie;5387;7,1804;8,3368;998;0,1853;1053;0,1955
I65C;Bösartige Neubildung des Bindegewebes einschließlich pathologischer Fraktur, Alter > 16 Jahre, ohne äußerst schwere CC;23714;5,6835;5,1362;4343;0,1831;1775;0,0749
I66A;Andere Erkrankungen des Bindegewebes, mehr als ein Belegungstag, mit äußerst schweren CC;2187;17,4262;12,3161;240;0,1097;240;0,1097
I66B;Andere Erkrankungen des Bindegewebes, mehr als ein Belegungstag, ohne äußerst schwere CC oder Frakturen an Becken und Schenkelhals;82514;7,793;5,409;10616;0,1287;4683;0,0568
I66C;Andere Erkrankungen des Bindegewebes, ein Belegungstag;11135;1,00;0,00;0;0,00;0;0,00
I68A;Nicht operativ behandelte Erkrankungen und Verletzungen im Wirbelsäulenbereich, mehr als ein Belegungstag, mit schweren CC oder bei Para- / Tetraplegie, bei Diszitis oder infektiöser Spondylopathie;1331;22,4538;16,0548;264;0,1983;116;0,0872
I68B;Nicht operativ behandelte Erkrankungen und Verletzungen im Wirbelsäulenbereich, mehr als ein Belegungstag, mit schw. CC oder bei Para- / Tetraplegie, Alter > 65 Jahre oder mit kompl. Diagnose außer bei Diszitis oder infektiöser Spondylopathie;6956;11,8295;8,0922;710;0,1021;600;0,0863
I68C;Nicht operativ behandelte Erkrankungen und Verletzungen im WS-Bereich, mehr als ein Belegungstag, mit schw. CC, Alter > 65 Jahre od. äuß. schwere CC, außer bei Para- / Tetraplegie, ohne komplexe Diagnose, außer bei Diszitis od. infektiöser Spondylopathie;6464;12,1041;8,0773;616;0,0953;626;0,0968
I68D;Nicht operativ behandelte Erkrankungen und Verl. im WS-Bereich, mehr als ein Belegungstag, bei and. Femurfraktur, Alt. < 65 J., mit schw. CC, oh. äuß. schw. CC, auß. b. Para- / Tetraplegie, auß. b. Diszitis od. infekt. Spondylopathie, oh. kompl. Diagn.;332297;6,0226;3,917;278;0,0008;21469;0,0646
I68E;Nicht operativ behandelte Erkrankungen und Verletzungen im Wirbelsäulenbereich, ein Belegungstag;60431;1,00;0,00;0;0,00;0;0,00
I69A;Knochenkrankheiten und spezifische Arthropathien mit komplexer Diagnose oder Muskel- und Sehnenerkrankungen bei Para- / Tetraplegie;26298;7,9279;4,8368;3454;0,1313;946;0,036
