drg;name;AnzahlBA;mwVwd;vwdStd;AnzKLBA;AntKLBA;AnzLLBA;AntLLBA
I04Z;Implantation, Wechsel oder Entfernung einer Endoprothese am Kniegelenk mit komplizierender Diagnose oder Arthrodese;112;16,5625;10,3469;0;0,00;9;0,0804
I05A;Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, ohne komplexen Eingriff, mit äußerst schweren CC;67;14,4627;4,9277;0;0,00;0;0,00
I05B;Anderer großer Gelenkersatz;624;8,8397;3,8984;8;0,0128;10;0,016
I06A;Komplexe Eingriffe an der Wirbelsäule mit Wirbelsäulenrelease oder mit bestimmtem mehrzeitigem Eingriff oder mit Eingriff an mehreren Lokalisationen oder mit komplizierender Konstellation, oder bei Para- / Tetrapl. mit äußerst schweren CC;2;13,00;0,00;0;0,00;0;0,00
I06B;Komplexe Eingriffe an Wirbelsäule, Kopf und Hals mit hochkomplexem Eingriff an der Wirbelsäule oder komplexem Eingriff an Kopf und Hals, Alter < 19 Jahre oder mit sehr komplexem Eingriff bei schwerer entzündlicher Erkrankung;0;0,00;NULL;0;0,00;0;0,00
I06C;Komplexe Eingriffe an der Wirbelsäule mit sehr komplexem Eingriff an Wirbelsäule ohne schwer entz. Erkr. oder mit Wirbelkörperersatz oder bei schwerer entzündlicher Erkrankung oder bösartiger Neubildung, mit äußerst schweren CC oder Halotraktion;4;9,50;3,3166;1;0,25;0;0,00
I06D;Komplexe Eingriffe an Wirbelsäule, Kopf und Hals ohne hochkomplexen oder sehr komplexen Eingriff, ohne Wirbelkörperersatz, ohne schwere entzündliche Erkrankung, ohne bösartige Neubildung, ohne äußerst schwere CC, ohne Halotraktion;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
I07Z;Amputation bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;11;19,1818;19,9189;3;0,2727;1;0,0909
I08A;And. mäßig kompl. Eingriffe an Hüftgelenk und Femur mit kompl. Mehrfacheingriff oder mit sehr kompl. Diagnosen, mit Osteotomie oder Muskel- / Gelenkplastik bei Zerebralparese oder Kontraktur oder mit best. Eingriff bei Beckenfraktur;4;6,00;2,708;3;0,75;0;0,00
I08B;And. mäßig kompl. Eingriffe an Hüftgelenk und Femur mit kompl. Mehrfacheingriff oder mit sehr kompl. Diagnosen, ohne Osteotomie oder Muskel- / Gelenkplastik bei Zerebralparese oder Kontraktur, ohne best. Eingriff bei Beckenfraktur, Alter< 16 Jahre;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
I08C;And. mäßig kompl. Eingriffe an Hüftgelenk und Femur mit kompl. Mehrfacheingr. od. sehr kompl. Diagn., Alter > 15 J. od. mit kompl. Eingr. od. äuß. schweren CC bei best. Beckenrepositionen;23;20,0435;8,647;0;0,00;1;0,0435
I08D;And. mäßig kompl. Eingriffe an Hüftgelenk und Femur mit kompl. Eingriff od. äußerst schweren CC, oh. Osteotomie od. Muskel- / Gelenkplastik, od. oh. kompl. Eingr., oh. äuß. schw. CC, mit best. Beckenrep., oh. Osteotomie od. Muskel- / Gelenkplastik;479;8,7516;5,2961;77;0,1608;12;0,0251
I08E;And. mäßig kompl. Eingr. an Hüftgel. und Femur m. kompl. Eingr. od. äuß. schw. CC ohne best. Beckenrep. mit Osteotomie od. Muskel- / Gelenkplastik od. ohne kompl. Eingr., ohne äuß. schw. CC, mit Osteot. od. Muskel- / Gelenkplastik, oh. best. Beckenrep.;49;5,6531;3,0724;2;0,0408;1;0,0204
I08F;And. Eingr. an Hüftgel. und Femur oh. kompl. Mehrfacheingr., oh. sehr kompl. Diagn., oh. kompl. Eingr., oh. äußerst schw. CC, oh. Osteot. od. Muskel- / Gelenkpl., oh. mäßig kompl. Eingr. und m. Knochentranspl. und -transp. am dist. Femur od. Revision;590;6,1119;5,0526;102;0,1729;19;0,0322
I08G;And. Eingr. Hüftgel. u. Femur od. Ers. Hüftgel. m. Eingr. an oberer Extremität od WS, oh. mäßig komplexer Eingriff, oh. Knochentransplantation und -transposition am distalen Femur oder Revision ohne Wechsel Endoprothetik Hüfte;176;3,3636;2,7158;36;0,2045;5;0,0284
I09A;Bestimmte Eingriffe an der Wirbelsäule, mit sehr kompl. Osteosynthese und äuß. schw. CC od. mehrz. kompl. Eingr. od. kompl. Eingr. m. WK-Ersatz. od. versch. kompl. Eing. an mehreren Seg.;66;14,803;6,7373;0;0,00;3;0,0455
I09B;Bestimmte Eingriffe an der Wirbelsäule, ohne sehr kompl. Osteosynth., ohne mehrz. kompl. Eingr., mit kompl. Osteosynth. und äußerst schw. CC;10;23,60;16,5341;2;0,20;1;0,10
I09C;Bestimmte Eingriffe an der Wirbelsäule, ohne kompl. Eingr., ohne WK-Ersatz, ohne versch. kompl. Eingr. an mehreren Seg., mit best. aufw. WS-Eingr., mit best. Kyphopl., m. best. Eingr. am Schädel, Gehirn, Rückenm. od. WS;86;10,4884;5,0287;2;0,0233;0;0,00
I09D;Bestimmte Eingriffe an der Wirbelsäule, ohne kompl. Eingr., ohne WK-Ersatz, ohne versch. kompl. Eingr. an mehreren Seg., mit best. aufw. WS-Eingr., mit best. Kyphopl., ohne best. Eingr. an Schädel, Gehirn, Rückenm. od. WS;804;9,2189;4,8373;3;0,0037;77;0,0958
I09E;Bestimmte Eingriffe an der Wirbelsäule, ohne best. aufw. WS-Eingr., mit best. WS-Osteosynthesen, od. bei Para- / Tetraplegie od. bei HWS-Fraktur, od. m. intervertebrale Cages > 2 Seg.;259;7,1467;3,916;16;0,0618;8;0,0309
I09F;Bestimmte Eingriffe an der Wirbelsäule, ohne best. aufw. WS-Eingr., ohne best. WS-Osteosynthesen, ohne Para- / Tetraplegie ohne HWS-Fraktur, ohne intervertebrale Cages > 2 Seg.;411;6,0657;3,879;10;0,0243;13;0,0316
I10A;Andere Eingriffe an der Wirbelsäule mit bestimmtem Eingriff an Rückenmark, Spinalkanal, Wirbelsäule, Rumpf mit äußerst schwerem CC;27;14,4074;9,2415;2;0,0741;3;0,1111
I10B;Andere Eingriffe an der Wirbelsäule mit best. kompl. Eingr. od. Halotraktion od. Para- / Tetraplegie, od. Wirbelfraktur mit bestimmten Eingriffen an Wirbelsäule, Spinalkanal und Bandscheibe ohne äußerst schw. CC;473;7,8774;4,9362;14;0,0296;21;0,0444
I10C;Andere Eingriffe an der Wirbelsäule mit kompl. Eingriff an d. Wirbelsäule, mit intervertebralem Cage 1 Seg. od. bei best. Spinalkanalstenose od. best. Bandscheibenschäden;530;5,00;2,2441;4;0,0075;3;0,0057
I10D;Andere Eingriffe an der Wirbelsäule mit kompl. Eingriff an d. Wirbelsäule, ohne intervertebralem Cage 1 Seg., ohne best. Spinalkanalstenose, ohne Bandscheibenschäden;1727;6,2299;3,6823;76;0,044;134;0,0776
I10E;Andere Eingriffe an der Wirbelsäule, ohne kompl. Eingr. an d. WS, ohne äuß. schw. CC, ohne Halotraktion, außer bei Para- / Tetraplegie, ohne Wirbelfraktur, mit mäßig kompl. Eingriff;2699;5,754;3,0764;36;0,0133;317;0,1175
I10F;Andere Eingriffe an der Wirbelsäule, ohne kompl. Eingriff, ohne äuß. schw. CC, ohne Halotraktion, auß. bei Para- / Tetraplegie, ohne Wirbelfraktur, ohne mäßig kompl. Eingriff, mit wenig kompl. Eingriff;141;3,0922;1,9195;9;0,0638;7;0,0496
I10G;Andere Eingriffe an der Wirbelsäule, ohne kompl. Eingriff, ohne äuß. schw. CC, ohne Halotraktion, auß. bei Para- / Tetraplegie, ohne Wirbelfraktur, ohne mäßig kompl. Eingriff,ohne wenig kompl. Eingriff;180;3,0278;3,1132;75;0,4167;22;0,1222
I11Z;Eingriffe zur Verlängerung einer Extremität;60;5,95;1,6201;3;0,05;0;0,00
I12A;Knochen- und Gelenkinfektion / -entzündung mit verschiedenen Eingriffen am Muskel-Skelett-System und Bindegewebe mit äußerst schweren CC;19;21,0526;9,9693;1;0,0526;1;0,0526
I12B;Knochen- und Gelenkinfektion / -entzündung mit verschiedenen Eingriffen am Muskel-Skelett-System und Bindegewebe mit schweren CC, mit Revision des Kniegelenkes oder Osteomyelitis, Alter < 16 Jahre;32;12,4688;11,2994;6;0,1875;3;0,0938
I12C;Knochen- und Gelenkinfektion / -entzündung mit verschiedenen Eingriffen am Muskel-Skelett-System und Bindegewebe mit schweren CC, ohne Revision des Kniegelenkes, ohne Osteomyelitis, Alter > 15 Jahre;251;6,1952;5,551;86;0,3426;13;0,0518
I13A;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit komplexem Mehrfacheingriff oder aufwändiger Osteosynthese mit komplizierenden Eingriffen am Humerus;2;11,00;5,6569;0;0,00;0;0,00
I13B;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit komplexem Mehrfacheingriff oder aufwändiger Osteosynthese ohne komplizierenden Eingriffen am Humerus;19;8,1579;4,8564;2;0,1053;0;0,00
I13C;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit best. Mehrfacheingr. od. kompl. Diagn. od. best. kompl. Osteotomie bei kompl. Eingriff od. schw. Weichteilschaden, oder bestimmte Eingriffe bei Endoprothese der oberen Extremität;307;7,0977;5,3916;25;0,0814;7;0,0228
I13D;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit komplexem Eingriff oder schwerem Weichteilschaden oder komplexer Osteotomie bei mäßig komplexem Eingriff oder Pseudarthrose;332;5,4548;3,9835;4;0,012;10;0,0301
I13E;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit mäßig komplexem Eingriff oder bei Pseudarthrose;663;5,8567;3,6956;18;0,0271;27;0,0407
I13F;Bestimmte Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk, ohne aufwändige Osteosynthese, ohne Mehrfacheingriff, ohne komplexe Diagnose, ohne komplexe Prozedur, ohne schweren Weichteilschaden, ohne mäßig komplexen Eingriff, ohne Pseudarthrose;743;3,3661;2,9388;162;0,218;22;0,0296
I14Z;Revision eines Amputationsstumpfes;12;12,9167;12,852;4;0,3333;1;0,0833
I15A;Operationen am Hirn- und Gesichtsschädel, mit bestimmtem intrakraniellen Eingriff oder außer Materialentfernung, Alter < 16 Jahre;3;12,00;4,5826;0;0,00;1;0,3333
I15B;Operationen am Hirn- und Gesichtsschädel, ohne bestimmten intrakraniellen Eingriff, Alter > 15 Jahre oder Materialentfernung;3;7,3333;1,1547;0;0,00;0;0,00
I16Z;Andere Eingriffe am Schultergelenk oder an der Klavikula, oder offene Repositionen bei einer Klavikulafraktur;5267;2,3146;1,1528;1157;0,2197;149;0,0283
I17Z;Operationen am Gesichtsschädel;50;3,68;2,6836;9;0,18;1;0,02
I18A;Wenig komplexe Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm, Alter < 16 Jahre oder mit mäßig komplexem Eingriff oder mit beidseitigem Eingriff am Kniegelenk;873;2,1661;1,6969;352;0,4032;9;0,0103
I18B;Wenig komplexe Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm, Alter > 15 Jahre, ohne mäßig komplexen Eingriff, ohne beidseitigen Eingriff am Kniegelenk;7731;1,7934;1,2732;3899;0,5043;159;0,0206
I20A;Eingriffe am Fuß, mit mehreren hochkomplexen Eingriffen, mit hochkomplexem Eingriff und komplexer Diagnose, mit Teilwechsel Endoprothese des unteren Sprunggelenks oder mit bestimmter Arthrodese;39;11,9744;10,9652;1;0,0256;3;0,0769
I20B;Eingriffe am Fuß, mit mehreren komplexen Eingriffen, mit hochkomplexem Eingriff, bei Zerebralparese, mit Teilwechsel Endoprothese d. unteren Sprunggelenks, mit komplexem Eingriff bei komplexer Diagnose, mit Eingriff an Sehnen des Rückfußes;344;4,8372;2,9549;66;0,1919;1;0,0029
I20C;Eingr. am Fuß oh. mehr. kompl. Eingr., m. kompl. Eingr. od. schw. Weichteilsch. od. Osteomyelitis / Arthritis od. Eingr. Großz. m. kompl. Eingr. an mehr. Strah., m. Knochentx, m. Impl. Zehengel. od. bei Kalka., od. Einz. Mehrf. > 3 Mittelf.- / Zehenstr.;1774;3,5175;2,4429;190;0,1071;64;0,0361
I20D;Eingriffe am Fuß ohne komplexe Eingriffe, mit Eingriff an mehr als einem Strahl oder chronischer Polyarthritis;1502;3,0146;1,5856;193;0,1285;45;0,03
I20E;Eingriffe am Fuß ohne komplexen Eingriff, Alter < 16 Jahre;85;1,7647;1,1302;48;0,5647;0;0,00
I20F;Eingriffe am Fuß ohne komplexen Eingriff, Alter > 15 Jahre;4382;2,4336;1,8182;1317;0,3005;130;0,0297
I21Z;Lokale Exzision und Entfernung von Osteosynthesematerial an Hüftgelenk, Femur und Wirbelsäule oder komplexe Eingriffe an Ellenbogengelenk und Unterarm oder bestimmte Eingriffe an der Klavikula;1290;2,8837;2,0133;298;0,231;52;0,0403
I22A;Gewebe- / Hauttransplantation, außer an der Hand, mit großfläch. Gewebetransplantation, mit komplizierender Konstellation, Eingriff an mehreren Lokalisationen, schwerem Weichteilschaden oder komplexer Gewebetransplantation mit schweren CC;4;7,50;9,7468;3;0,75;0;0,00
I22B;Gewebe- / Hauttransplantation, außer an der Hand, mit kleinflächiger Gewebetransplantation od. mit großflächiger Gewebetransplantation ohne kompliz. Konst., oh. Eingr. an mehreren Lokal., oh. schw. Weichteilschaden, oh. kompl. Gewebetranspl. m. schw. CC;19;13,7895;7,9762;2;0,1053;0;0,00
I23A;Lokale Exzision und Entfernung von Osteosynthesematerial außer an Hüftgelenk, Femur und Wirbelsäule mit komplizierendem Eingriff am Knochen;378;1,9101;1,2456;183;0,4841;3;0,0079
I23B;Lokale Exzision und Entfernung von Osteosynthesematerial außer an Hüftgelenk, Femur und Wirbelsäule ohne komplizierenden Eingriff am Knochen;1187;1,6201;1,2972;801;0,6748;18;0,0152
I24Z;Arthroskopie einschließlich Biopsie oder andere Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm;4207;1,6045;1,2958;2573;0,6116;57;0,0135
I26Z;Intensivmedizinische Komplexbehandlung > 588 / 552 Aufwandspunkte oder hochaufwändiges Implantat bei hochkomplexer Gewebe- / Hauttransplantation;0;0,00;NULL;0;0,00;0;0,00
I27A;Eingriffe am Weichteilgewebe oder kleinflächige Gewebetransplantationen mit bestimmter Diagnose und bestimmtem Eingriff, oder mit äußerst schweren CC oder bösartiger Neubildung und schweren CC und bestimmter Diagnose und komplexe Eingr.;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
I27B;Eingr. am Weichteilg. oder kleinfl. Gewebetransplant., ohne best. Diagn. und best. Eingriff, ohne äuß. schw. CC oder bösartige Neub. und schw. CC, ohne schw. CC und mit bösartiger Neub. bei best. Eingr. am Weichteilgew. od. kleinfl. Gewebetransplant.;29;12,5172;9,5791;2;0,069;1;0,0345
I27C;Eingr. am Weichteilg. oder kleinfl. Gewebetransplant., oh. best. Diagnose und best. Eingriff, oh. Äußerst schw. CC oder bösartige Neub. und schw. CC, mit schw. CC u. mit bösartige Neub. bei best. Eingr. am Weichteilgew. od. kleinfl. Gewebetransplant.;76;6,25;7,5932;20;0,2632;6;0,0789
I27D;Eingr. am Weichteilg. oder kleinfl. Gewebetransplant., oh. best. Diagnose und best. Eingriff, oh. Äußerst schw. CC oder bösartige Neub. und schw. CC, oh. schw. CC und oh. bösartige Neub. bei best. Eingr. am Weichteilgew. od. kleinfl. Gewebetransplant.;2136;2,6784;2,1782;626;0,2931;77;0,036
I28A;Komplexe Eingriffe am Bindegewebe;9;6,2222;3,8006;1;0,1111;0;0,00
I28B;Mäßig komplexe Eingriffe am Bindegewebe;124;5,2823;5,6288;47;0,379;5;0,0403
I28C;Andere Eingriffe am Bindegewebe;166;2,5542;1,9772;27;0,1627;3;0,0181
I29A;Komplexe Eingriffe am Schultergelenk oder bestimmte Osteosynthesen an der Klavikula, bei komplizierender Diagnose oder Eingriff an mehreren Lokalisationen;104;3,4231;1,8731;8;0,0769;0;0,00
I29B;Komplexe Eingriffe am Schultergelenk oder bestimmte Osteosynthesen an der Klavikula, ohne komplizierende Diagnose oder ohne Eingriff an mehreren Lokalisationen;5612;2,912;1,4197;524;0,0934;206;0,0367
I30Z;Komplexe Eingriffe am Kniegelenk oder arthroskopische Eingriffe am Hüftgelenk;6082;2,8951;1,5574;550;0,0904;105;0,0173
I31A;Mehrere komplexe Eingriffe an Ellenbogengelenk und Unterarm oder gelenkübergreifende Weichteildistraktion bei angeborenen Anomalien der Hand, mit aufwändigen Eingriffen am Unterarm;16;6,00;3,9328;2;0,125;0;0,00
I31B;Mehrere komplexe Eingriffe an Ellenbogengelenk und Unterarm oder gelenkübergreifende Weichteildistraktion bei angeborenen Anomalien der Hand;79;4,3038;3,8808;14;0,1772;6;0,0759
I32A;Eingr. an Handgelenk u. Hand mit mehrzeitigem kompl. od. mäßig kompl. Eingr. od. mit Komplexbehandl. Hand od. mit aufwändigem rekonstruktiven Eingr. bei angeborener Fehlbildung der Hand oder mit best. gefäßgestielten Knochentx. bei Pseudarthrose der Hand;7;5,4286;4,5408;2;0,2857;0;0,00
I32B;Eingr. an Handgel. und Hand ohne mehrz. Eingr., oh. Komplexb. Hand, ohne aufw. rekonstr. Eingr., mit kompl. Eingr. od. b. angeb. Anomalie d. Hand od. Pseudarthr., Alter < 6 J. od. kompl. Eingr. b. angeb. Fehlb. d. Hand u. Alter < 16 J.;5;1,00;0,00;5;1,00;0;0,00
I32C;Eingr. an Handg. und Hand oh. mehrz. Eingr., oh. Komplexb. Hand, mit kompl. Eingr. od. bei angeb. Anomalie d. Hand od. Pseudarthr., Alter > 5 J. od. oh. kompl. Eingr. b. angeb. Fehlb. d. Hand und Alter < 16 J., mit best. Eingr. od. kompl. Diag.;58;3,3276;1,7309;7;0,1207;0;0,00
I32D;Eingriffe an Handgelenk und Hand mit komplexem Eingriff, ohne komplexe Diagnose oder ohne sehr komplexen Eingriff, oder mit komplexer Diagnose oder mit bestimmtem oder beidseitigem Eingriff;466;1,824;1,2798;252;0,5408;2;0,0043
I32E;Mäßig komplexe Eingriffe an Handgelenk und Hand, Alter < 6 Jahre;5;1,40;0,5477;3;0,60;0;0,00
I32F;Mäßig komplexe Eingriffe an Handgelenk und Hand, Alter > 5 Jahre;1712;1,7693;1,2078;832;0,486;25;0,0146
I32G;Eingriffe an Handgelenk und Hand ohne komplexe oder mäßig komplexe Eingriffe;172;1,2558;0,7204;141;0,8198;1;0,0058
I33Z;Rekonstruktion von Extremitätenfehlbildungen;62;6,7903;1,3074;0;0,00;0;0,00
I34Z;Geriatrische frührehabilitative Komplexbehandlung mit bestimmter OR-Prozedur bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;0;0,00;NULL;0;0,00;0;0,00
I36Z;Beidseitige Implantation einer Endoprothese an Hüft- und/oder Kniegelenk;23;13,7826;6,1641;0;0,00;1;0,0435
I37Z;Resezierender Eingriff am Becken bei bösartiger Neubildung des Beckens oder Mehretageneingriffe an der unteren Extremität;0;0,00;NULL;0;0,00;0;0,00
I39Z;Strahlentherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe, mehr als 8 Bestrahlungen;95;20,2211;11,0821;8;0,0842;6;0,0632
I40Z;Frührehabilitation bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;0;0,00;NULL;0;0,00;0;0,00
I41Z;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;0;0,00;NULL;0;0,00;0;0,00
I42Z;Multimodale Schmerztherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;1231;9,5102;1,9954;0;0,00;3;0,0024
I43A;Implantation oder Wechsel bestimmter Endoprothesen am Knie- oder am Ellenbogengelenk oder Prothesenwechsel am Schulter- oder am Sprunggelenk, mit äußerst schweren CC;16;24,25;15,2162;1;0,0625;2;0,125
I43B;Implantation oder Wechsel bestimmter Endoprothesen am Knie- oder am Ellenbogengelenk oder Prothesenwechsel am Schulter- oder am Sprunggelenk, ohne äußerst schwere CC;564;11,9433;3,8952;0;0,00;10;0,0177
I44A;Implantation einer bikondylären Endoprothese oder andere Endoprothesenimplantation / -revision am Kniegelenk, mit äußerst schweren CC oder Korrektur einer Brustkorbdeformität;44;17,4773;11,2797;0;0,00;5;0,1136
I44B;Implantation einer bikondylären Endoprothese oder andere Endoprothesenimplantation / -revision am Kniegelenk, ohne äußerst schweren CC oder ohne Korrektur einer Brustkorbdeformität;8364;11,3314;2,9381;8;0,001;166;0,0198
I44C;Verschiedene Endoprotheseneingriffe am Kniegelenk;1474;8,9254;3,3255;12;0,0081;53;0,036
I45A;Implantation und Ersatz einer Bandscheibenendoprothese, mehr als ein Segment;59;5,2881;1,8104;1;0,0169;2;0,0339
I45B;Implantation und Ersatz einer Bandscheibenendoprothese, weniger als 2 Segmente;257;5,0078;2,4733;2;0,0078;10;0,0389
I46A;Prothesenwechsel am Hüftgelenk mit äußerst schweren CC oder Eingriff an mehreren Lokalisationen;8;23,25;14,7333;0;0,00;1;0,125
I46B;Prothesenwechsel am Hüftgelenk ohne äußerst schwere CC, ohne Eingriff an mehreren Lokalisationen;480;13,2771;5,5341;1;0,0021;21;0,0438
I47A;Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, ohne äußerst schwere CC, Alter > 15 Jahre, mit komplizierendem Eingriff oder mit Implantation / Wechsel einer Radiuskopfprothese;639;11,0063;3,0763;5;0,0078;11;0,0172
I47B;Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, ohne äußerst schwere CC, Alter > 15 Jahre, ohne komplizierenden Eingriff;6928;11,4257;2,8117;7;0,001;156;0,0225
I50Z;Gewebe- / Hauttransplantation, außer an der Hand, ohne komplizierende Konstellation, ohne Eingriff an mehreren Lokalisationen, ohne schweren Weichteilschaden, ohne äußerst schwere oder schwere CC;99;7,697;10,5167;45;0,4545;5;0,0505
I54Z;Strahlentherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe, weniger als 9 Bestrahlungen bei bösartiger Neubildung;67;6,9701;4,942;18;0,2687;1;0,0149
I59Z;Andere Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk oder mäßig komplexe Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm;493;2,071;1,4529;207;0,4199;8;0,0162
I60Z;Frakturen am Femurschaft, Alter < 3 Jahre;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
I64A;Osteomyelitis, Alter < 16 Jahre;3;10,6667;8,0829;0;0,00;0;0,00
I64B;Osteomyelitis, Alter > 15 Jahre, mit äußerst schweren oder schweren CC;9;8,6667;4,8734;1;0,1111;0;0,00
I64C;Osteomyelitis, Alter > 15 Jahre, ohne äußerst schwere oder schwere CC;27;6,2593;4,8643;5;0,1852;1;0,037
I65A;Bösartige Neubildung des Bindegewebes einschließlich pathologischer Fraktur, Alter < 17 Jahre oder mit äußerst schweren CC, mit hochkomplexer Chemotherapie;0;0,00;NULL;0;0,00;0;0,00
I65B;Bösartige Neubildung des Bindegewebes einschließlich pathologischer Fraktur, Alter < 17 Jahre oder mit äußerst schweren CC, ohne hochkomplexe Chemotherapie;7;11,7143;11,3829;1;0,1429;4;0,5714
I65C;Bösartige Neubildung des Bindegewebes einschließlich pathologischer Fraktur, Alter > 16 Jahre, ohne äußerst schwere CC;214;5,271;4,7581;53;0,2477;15;0,0701
I66A;Andere Erkrankungen des Bindegewebes, mehr als ein Belegungstag, mit äußerst schweren CC;7;14,7143;7,6314;0;0,00;0;0,00
I66B;Andere Erkrankungen des Bindegewebes, mehr als ein Belegungstag, ohne äußerst schwere CC oder Frakturen an Becken und Schenkelhals;622;7,6929;5,7121;97;0,1559;49;0,0788
I66C;Andere Erkrankungen des Bindegewebes, ein Belegungstag;74;1,00;0,00;0;0,00;0;0,00
I68A;Nicht operativ behandelte Erkrankungen und Verletzungen im Wirbelsäulenbereich, mehr als ein Belegungstag, mit schweren CC oder bei Para- / Tetraplegie, bei Diszitis oder infektiöser Spondylopathie;2;8,00;2,8284;1;0,50;0;0,00
I68B;Nicht operativ behandelte Erkrankungen und Verletzungen im Wirbelsäulenbereich, mehr als ein Belegungstag, mit schw. CC oder bei Para- / Tetraplegie, Alter > 65 Jahre oder mit kompl. Diagnose außer bei Diszitis oder infektiöser Spondylopathie;49;11,7755;7,6083;7;0,1429;4;0,0816
I68C;Nicht operativ behandelte Erkrankungen und Verletzungen im WS-Bereich, mehr als ein Belegungstag, mit schw. CC, Alter > 65 Jahre od. äuß. schwere CC, außer bei Para- / Tetraplegie, ohne komplexe Diagnose, außer bei Diszitis od. infektiöser Spondylopathie;40;11,975;4,9536;2;0,05;0;0,00
I68D;Nicht operativ behandelte Erkrankungen und Verl. im WS-Bereich, mehr als ein Belegungstag, bei and. Femurfraktur, Alt. < 65 J., mit schw. CC, oh. äuß. schw. CC, auß. b. Para- / Tetraplegie, auß. b. Diszitis od. infekt. Spondylopathie, oh. kompl. Diagn.;10063;6,8562;3,5587;4;0,0004;452;0,0449
I68E;Nicht operativ behandelte Erkrankungen und Verletzungen im Wirbelsäulenbereich, ein Belegungstag;1136;1,00;0,00;0;0,00;0;0,00
I69A;Knochenkrankheiten und spezifische Arthropathien mit komplexer Diagnose oder Muskel- und Sehnenerkrankungen bei Para- / Tetraplegie;292;6,7158;4,6601;22;0,0753;11;0,0377
I69B;Knochenkrankheiten und spezifische Arthropathien ohne komplexe Diagnose;1758;5,9579;3,9928;311;0,1769;45;0,0256
I71A;Muskel- und Sehnenerkrankungen außer bei Para- / Tetraplegie oder Verstauchung, Zerrung, Luxation an Hüftgelenk, Becken und Oberschenkel, mit Zerebralparese oder Kontraktur;0;0,00;NULL;0;0,00;0;0,00
I71B;Muskel- und Sehnenerkrankungen außer bei Para- / Tetraplegie oder Verstauchung, Zerrung, Luxation an Hüftgelenk, Becken und Oberschenkel, ohne Zerebralparese, ohne Kontraktur;454;3,8965;3,2714;109;0,2401;17;0,0374
I72Z;Entzündung von Sehnen, Muskeln und Schleimbeuteln mit äußerst schweren oder schweren CC oder Frakturen am Femurschaft, Alter > 2 Jahre;16;9,1875;7,6264;4;0,25;1;0,0625
I73Z;Nachbehandlung bei Erkrankungen des Bindegewebes;220;5,1273;4,9483;48;0,2182;18;0,0818
I74A;Verletzungen an Unterarm, Handgelenk, Hand oder Fuß mit äußerst schweren oder schweren CC oder unspezifische Arthropathien;99;4,6162;3,8378;6;0,0606;5;0,0505
I74B;Verletzungen an Unterarm, Handgelenk, Hand oder Fuß ohne äußerst schwere oder schwere CC, Alter < 10 Jahre;14;1,0714;0,2673;13;0,9286;0;0,00
I74C;Verletzungen an Unterarm, Handgelenk, Hand oder Fuß ohne äußerst schwere oder schwere CC, Alter > 9 Jahre;95;3,8947;3,5204;26;0,2737;11;0,1158
I75A;Schwere Verletzungen von Schulter, Arm, Ellenbogen, Knie, Bein und Sprunggelenk mit CC;31;9,1935;5,9801;4;0,129;2;0,0645
I75B;Schwere Verletzungen von Schulter, Arm, Ellenbogen, Knie, Bein und Sprunggelenk ohne CC oder Entzündungen von Sehnen, Muskeln und Schleimbeuteln ohne äußerst schwere oder schwere CC;386;4,4948;3,8909;104;0,2694;24;0,0622
I76A;Andere Erkrankungen des Bindegewebes mit komplizierender Diagnose oder äußerst schweren CC oder septische Arthritis mit äußerst schweren CC oder Alter < 16 Jahre;26;9,5385;6,6947;6;0,2308;1;0,0385
I76B;Andere Erkrankungen des Bindegewebes ohne komplizierende Diagnose, ohne äußerst schwere CC oder septische Arthritis ohne äußerst schwere CC, Alter > 15 Jahre;158;3,8608;3,7898;53;0,3354;9;0,057
