kategorie;kategoriename;Anzahl BA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
M65;Synovitis und Tenosynovitis;655;2,2015;3,0734;0;4;0;4;12;31;18;21;32;33;77;79;73;71;51;58;45;31;12;3;0,00;0,0061;0,00;0,0061;0,0183;0,0473;0,0275;0,0321;0,0489;0,0504;0,1176;0,1206;0,1115;0,1084;0,0779;0,0885;0,0687;0,0473;0,0183;0,0046
M66;Spontanruptur der Synovialis und von Sehnen;141;3,156;2,8216;0;0;0;0;3;4;4;5;3;11;20;16;17;11;16;14;13;3;1;0;0,00;0,00;0,00;0,00;0,0213;0,0284;0,0284;0,0355;0,0213;0,078;0,1418;0,1135;0,1206;0,078;0,1135;0,0993;0,0922;0,0213;0,0071;0,00
M67;Sonstige Krankheiten der Synovialis und der Sehnen;491;1,776;1,5736;0;0;2;10;43;33;44;23;28;38;62;44;50;30;20;30;20;9;4;1;0,00;0,00;0,0041;0,0204;0,0876;0,0672;0,0896;0,0468;0,057;0,0774;0,1263;0,0896;0,1018;0,0611;0,0407;0,0611;0,0407;0,0183;0,0081;0,002
M68;Krankheiten der Synovialis und der Sehnen bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
M70;Krankheiten des Weichteilgewebes im Zusammenhang mit Beanspruchung, Überbeanspruchung und Druck;392;3,5969;3,344;0;0;0;0;6;3;7;10;13;24;36;53;38;25;33;46;53;26;11;8;0,00;0,00;0,00;0,00;0,0153;0,0077;0,0179;0,0255;0,0332;0,0612;0,0918;0,1352;0,0969;0,0638;0,0842;0,1173;0,1352;0,0663;0,0281;0,0204
M71;Sonstige Bursopathien;212;3,8868;6,0068;0;0;0;1;2;2;6;5;3;14;20;34;24;31;18;25;17;6;4;0;0,00;0,00;0,00;0,0047;0,0094;0,0094;0,0283;0,0236;0,0142;0,066;0,0943;0,1604;0,1132;0,1462;0,0849;0,1179;0,0802;0,0283;0,0189;0,00
M72;Fibromatosen;678;2,1018;3,3262;0;0;0;1;1;1;3;5;7;13;21;73;54;113;98;142;97;34;13;2;0,00;0,00;0,00;0,0015;0,0015;0,0015;0,0044;0,0074;0,0103;0,0192;0,031;0,1077;0,0796;0,1667;0,1445;0,2094;0,1431;0,0501;0,0192;0,0029
M73;Krankheiten des Weichteilgewebes bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
M75;Schulterläsionen;9693;2,661;1,3674;0;0;0;1;10;49;83;126;248;636;1293;1753;1684;1415;893;912;468;101;20;1;0,00;0,00;0,00;0,0001;0,001;0,0051;0,0086;0,013;0,0256;0,0656;0,1334;0,1809;0,1737;0,146;0,0921;0,0941;0,0483;0,0104;0,0021;0,0001
M76;Enthesopathien der unteren Extremität mit Ausnahme des Fußes;173;3,1445;2,4511;0;0;0;0;3;4;14;6;4;17;12;37;23;23;10;9;7;4;0;0;0,00;0,00;0,00;0,00;0,0173;0,0231;0,0809;0,0347;0,0231;0,0983;0,0694;0,2139;0,1329;0,1329;0,0578;0,052;0,0405;0,0231;0,00;0,00
M77;Sonstige Enthesopathien;452;2,3274;1,6923;0;0;2;3;11;14;15;10;12;40;65;87;60;48;21;29;25;4;6;0;0,00;0,00;0,0044;0,0066;0,0243;0,031;0,0332;0,0221;0,0265;0,0885;0,1438;0,1925;0,1327;0,1062;0,0465;0,0642;0,0553;0,0088;0,0133;0,00
M79;Sonstige Krankheiten des Weichteilgewebes, anderenorts nicht klassifiziert;268;3,4403;3,3229;0;0;3;1;11;7;9;6;11;20;22;30;22;20;17;17;32;18;13;9;0,00;0,00;0,0112;0,0037;0,041;0,0261;0,0336;0,0224;0,041;0,0746;0,0821;0,1119;0,0821;0,0746;0,0634;0,0634;0,1194;0,0672;0,0485;0,0336
M80;Osteoporose mit pathologischer Fraktur;390;8,5462;5,6443;0;0;0;0;0;0;0;0;0;1;2;12;14;24;36;73;90;74;44;20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0026;0,0051;0,0308;0,0359;0,0615;0,0923;0,1872;0,2308;0,1897;0,1128;0,0513
M81;Osteoporose ohne pathologische Fraktur;39;6,4615;3,6695;0;0;0;0;0;0;0;0;0;2;1;0;2;0;1;5;7;9;8;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0513;0,0256;0,00;0,0513;0,00;0,0256;0,1282;0,1795;0,2308;0,2051;0,1026
M82;Osteoporose bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
M83;Osteomalazie im Erwachsenenalter;2;2,00;1,4142;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
M84;Veränderungen der Knochenkontinuität;285;4,5333;5,1035;0;0;3;1;17;26;18;11;13;17;30;28;26;21;23;26;14;8;3;0;0,00;0,00;0,0105;0,0035;0,0596;0,0912;0,0632;0,0386;0,0456;0,0596;0,1053;0,0982;0,0912;0,0737;0,0807;0,0912;0,0491;0,0281;0,0105;0,00
M85;Sonstige Veränderungen der Knochendichte und -struktur;64;3,0156;2,5603;0;0;0;2;5;3;2;2;6;7;4;11;6;5;4;4;2;1;0;0;0,00;0,00;0,00;0,0313;0,0781;0,0469;0,0313;0,0313;0,0938;0,1094;0,0625;0,1719;0,0938;0,0781;0,0625;0,0625;0,0313;0,0156;0,00;0,00
M86;Osteomyelitis;152;9,6842;10,6432;0;1;1;2;3;1;1;1;4;2;6;7;19;15;19;24;20;9;8;9;0,00;0,0066;0,0066;0,0132;0,0197;0,0066;0,0066;0,0066;0,0263;0,0132;0,0395;0,0461;0,125;0,0987;0,125;0,1579;0,1316;0,0592;0,0526;0,0592
M87;Knochennekrose;282;7,5674;5,3381;0;0;0;2;3;1;4;4;7;18;15;32;41;29;28;44;33;15;6;0;0,00;0,00;0,00;0,0071;0,0106;0,0035;0,0142;0,0142;0,0248;0,0638;0,0532;0,1135;0,1454;0,1028;0,0993;0,156;0,117;0,0532;0,0213;0,00
M88;Osteodystrophia deformans [Paget-Krankheit];4;3,50;5,00;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,25;0,25;0,00;0,00;0,25;0,00;0,00;0,00
M89;Sonstige Knochenkrankheiten;154;5,1169;6,5409;0;0;0;4;8;7;4;4;4;4;14;25;15;19;9;16;11;5;2;3;0,00;0,00;0,00;0,026;0,0519;0,0455;0,026;0,026;0,026;0,026;0,0909;0,1623;0,0974;0,1234;0,0584;0,1039;0,0714;0,0325;0,013;0,0195
M90;Osteopathien bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
M91;Juvenile Osteochondrose der Hüfte und des Beckens;4;3,25;2,8723;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,75;0,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
M92;Sonstige juvenile Osteochondrosen;37;2,1892;1,33;0;0;0;3;6;4;6;1;1;1;5;3;3;2;1;1;0;0;0;0;0,00;0,00;0,00;0,0811;0,1622;0,1081;0,1622;0,027;0,027;0,027;0,1351;0,0811;0,0811;0,0541;0,027;0,027;0,00;0,00;0,00;0,00
M93;Sonstige Osteochondropathien;291;2,646;1,5453;0;0;1;20;50;37;33;24;28;27;22;17;9;8;4;1;4;1;4;1;0,00;0,00;0,0034;0,0687;0,1718;0,1271;0,1134;0,0825;0,0962;0,0928;0,0756;0,0584;0,0309;0,0275;0,0137;0,0034;0,0137;0,0034;0,0137;0,0034
M94;Sonstige Knorpelkrankheiten;1032;2,0572;1,6799;0;0;0;1;16;34;36;61;57;104;137;157;110;103;74;74;57;9;2;0;0,00;0,00;0,00;0,001;0,0155;0,0329;0,0349;0,0591;0,0552;0,1008;0,1328;0,1521;0,1066;0,0998;0,0717;0,0717;0,0552;0,0087;0,0019;0,00
M95;Sonstige erworbene Deformitäten des Muskel-Skelett-Systems und des Bindegewebes;873;2,9198;1,2202;0;0;1;1;99;153;138;114;83;75;71;54;42;18;7;9;8;0;0;0;0,00;0,00;0,0011;0,0011;0,1134;0,1753;0,1581;0,1306;0,0951;0,0859;0,0813;0,0619;0,0481;0,0206;0,008;0,0103;0,0092;0,00;0,00;0,00
M96;Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;172;6,1802;5,5596;0;0;0;0;2;2;2;3;9;19;21;27;10;16;6;27;16;8;4;0;0,00;0,00;0,00;0,00;0,0116;0,0116;0,0116;0,0174;0,0523;0,1105;0,1221;0,157;0,0581;0,093;0,0349;0,157;0,093;0,0465;0,0233;0,00
M99;Biomechanische Funktionsstörungen, anderenorts nicht klassifiziert;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N00;Akutes nephritisches Syndrom;15;1,80;1,5213;0;0;0;0;1;1;2;0;2;0;2;0;1;1;3;1;1;0;0;0;0,00;0,00;0,00;0,00;0,0667;0,0667;0,1333;0,00;0,1333;0,00;0,1333;0,00;0,0667;0,0667;0,20;0,0667;0,0667;0,00;0,00;0,00
N01;Rapid-progressives nephritisches Syndrom;2;1,00;0,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
N02;Rezidivierende und persistierende Hämaturie;24;3,75;2,6085;0;0;0;0;1;0;0;0;0;0;1;2;2;1;1;2;4;2;3;5;0,00;0,00;0,00;0,00;0,0417;0,00;0,00;0,00;0,00;0,00;0,0417;0,0833;0,0833;0,0417;0,0417;0,0833;0,1667;0,0833;0,125;0,2083
N03;Chronisches nephritisches Syndrom;5;2,40;3,1305;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,00;0,00;0,40;0,00;0,20;0,00;0,00;0,20;0,00;0,00;0,00;0,00
N04;Nephrotisches Syndrom;9;7,7778;7,7424;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,1111;0,00;0,00;0,1111;0,1111;0,1111;0,1111;0,1111;0,1111;0,1111;0,1111;0,00;0,00;0,00
N05;Nicht näher bezeichnetes nephritisches Syndrom;6;2,1667;1,472;0;0;0;0;1;0;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0,00;0,00;0,00;0,00;0,1667;0,00;0,1667;0,00;0,3333;0,1667;0,00;0,00;0,00;0,00;0,1667;0,00;0,00;0,00;0,00;0,00
N06;Isolierte Proteinurie mit Angabe morphologischer Veränderungen;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
N07;Hereditäre Nephropathie, anderenorts nicht klassifiziert;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N08;Glomeruläre Krankheiten bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N10;Akute tubulointerstitielle Nephritis;1173;4,6215;2,7526;5;3;6;12;166;153;99;55;59;60;87;73;63;56;49;64;75;44;31;13;0,0043;0,0026;0,0051;0,0102;0,1415;0,1304;0,0844;0,0469;0,0503;0,0512;0,0742;0,0622;0,0537;0,0477;0,0418;0,0546;0,0639;0,0375;0,0264;0,0111
N11;Chronische tubulointerstitielle Nephritis;42;5,6667;5,4445;0;0;0;0;2;3;4;0;0;2;4;4;4;2;2;5;9;0;1;0;0,00;0,00;0,00;0,00;0,0476;0,0714;0,0952;0,00;0,00;0,0476;0,0952;0,0952;0,0952;0,0476;0,0476;0,119;0,2143;0,00;0,0238;0,00
N12;Tubulointerstitielle Nephritis, nicht als akut oder chronisch bezeichnet;157;5,242;3,4851;3;1;3;4;14;16;10;11;6;8;13;12;8;5;6;12;12;9;4;0;0,0191;0,0064;0,0191;0,0255;0,0892;0,1019;0,0637;0,0701;0,0382;0,051;0,0828;0,0764;0,051;0,0318;0,0382;0,0764;0,0764;0,0573;0,0255;0,00
N13;Obstruktive Uropathie und Refluxuropathie;7056;2,7915;2,8433;3;6;5;6;48;109;171;211;229;308;478;597;653;678;574;769;911;713;409;178;0,0004;0,0009;0,0007;0,0009;0,0068;0,0154;0,0242;0,0299;0,0325;0,0437;0,0677;0,0846;0,0925;0,0961;0,0813;0,109;0,1291;0,101;0,058;0,0252
N14;Arzneimittel- und schwermetallinduzierte tubulointerstitielle und tubuläre Krankheitszustände;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N15;Sonstige tubulointerstitielle Nierenkrankheiten;22;7,7727;4,7802;0;0;0;0;2;1;1;1;0;1;0;5;1;3;1;2;2;1;1;0;0,00;0,00;0,00;0,00;0,0909;0,0455;0,0455;0,0455;0,00;0,0455;0,00;0,2273;0,0455;0,1364;0,0455;0,0909;0,0909;0,0455;0,0455;0,00
N16;Tubulointerstitielle Nierenkrankheiten bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N17;Akutes Nierenversagen;321;8,6386;6,1365;0;0;0;0;2;0;1;0;2;3;4;4;12;10;29;44;84;54;49;23;0,00;0,00;0,00;0,00;0,0062;0,00;0,0031;0,00;0,0062;0,0093;0,0125;0,0125;0,0374;0,0312;0,0903;0,1371;0,2617;0,1682;0,1526;0,0717
N18;Chronische Nierenkrankheit;326;7,3896;5,6589;0;0;0;0;0;5;0;3;0;6;5;7;15;22;33;55;62;48;52;13;0,00;0,00;0,00;0,00;0,00;0,0153;0,00;0,0092;0,00;0,0184;0,0153;0,0215;0,046;0,0675;0,1012;0,1687;0,1902;0,1472;0,1595;0,0399
N19;Nicht näher bezeichnete Niereninsuffizienz;37;4,9459;4,4469;1;0;0;0;0;0;0;1;0;0;1;3;2;2;2;9;5;8;2;1;0,027;0,00;0,00;0,00;0,00;0,00;0,00;0,027;0,00;0,00;0,027;0,0811;0,0541;0,0541;0,0541;0,2432;0,1351;0,2162;0,0541;0,027
N20;Nieren- und Ureterstein;8102;2,2699;2,0263;0;0;0;7;58;175;319;446;516;661;994;1086;976;911;609;559;500;180;81;24;0,00;0,00;0,00;0,0009;0,0072;0,0216;0,0394;0,055;0,0637;0,0816;0,1227;0,134;0,1205;0,1124;0,0752;0,069;0,0617;0,0222;0,01;0,003
N21;Stein in den unteren Harnwegen;606;3,8135;3,5503;0;0;0;0;1;3;5;7;10;11;21;35;38;58;67;103;113;72;49;13;0,00;0,00;0,00;0,00;0,0017;0,005;0,0083;0,0116;0,0165;0,0182;0,0347;0,0578;0,0627;0,0957;0,1106;0,17;0,1865;0,1188;0,0809;0,0215
N22;Harnstein bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N23;Nicht näher bezeichnete Nierenkolik;841;1,9738;1,4464;0;0;0;0;26;40;53;54;61;83;112;117;88;64;40;45;30;18;9;1;0,00;0,00;0,00;0,00;0,0309;0,0476;0,063;0,0642;0,0725;0,0987;0,1332;0,1391;0,1046;0,0761;0,0476;0,0535;0,0357;0,0214;0,0107;0,0012
N25;Krankheiten infolge Schädigung der tubulären Nierenfunktion;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N26;Schrumpfniere, nicht näher bezeichnet;12;5,3333;3,8218;0;0;0;1;0;0;0;0;2;1;1;0;0;2;0;1;1;3;0;0;0,00;0,00;0,00;0,0833;0,00;0,00;0,00;0,00;0,1667;0,0833;0,0833;0,00;0,00;0,1667;0,00;0,0833;0,0833;0,25;0,00;0,00
N27;Kleine Niere unbekannter Ursache;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N28;Sonstige Krankheiten der Niere und des Ureters, anderenorts nicht klassifiziert;179;3,2067;3,619;1;0;0;0;3;0;1;5;8;8;11;18;18;25;26;27;17;6;4;1;0,0056;0,00;0,00;0,00;0,0168;0,00;0,0056;0,0279;0,0447;0,0447;0,0615;0,1006;0,1006;0,1397;0,1453;0,1508;0,095;0,0335;0,0223;0,0056
N29;Sonstige Krankheiten der Niere und des Ureters bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N30;Zystitis;1932;4,4788;3,0521;0;3;0;4;21;28;16;17;29;43;81;101;91;171;154;275;358;255;199;86;0,00;0,0016;0,00;0,0021;0,0109;0,0145;0,0083;0,0088;0,015;0,0223;0,0419;0,0523;0,0471;0,0885;0,0797;0,1423;0,1853;0,132;0,103;0,0445
N31;Neuromuskuläre Dysfunktion der Harnblase, anderenorts nicht klassifiziert;815;2,3902;2,5011;0;1;0;2;4;3;8;13;10;23;33;43;55;52;72;123;147;111;85;30;0,00;0,0012;0,00;0,0025;0,0049;0,0037;0,0098;0,016;0,0123;0,0282;0,0405;0,0528;0,0675;0,0638;0,0883;0,1509;0,1804;0,1362;0,1043;0,0368
N32;Sonstige Krankheiten der Harnblase;1348;4,3858;3,8463;0;0;0;1;5;6;9;7;14;18;33;61;83;106;137;242;296;182;113;35;0,00;0,00;0,00;0,0007;0,0037;0,0045;0,0067;0,0052;0,0104;0,0134;0,0245;0,0453;0,0616;0,0786;0,1016;0,1795;0,2196;0,135;0,0838;0,026
N33;Krankheiten der Harnblase bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N34;Urethritis und urethrales Syndrom;36;4,1944;3,4294;0;1;0;0;1;1;2;0;1;0;2;3;5;2;4;3;5;1;3;2;0,00;0,0278;0,00;0,00;0,0278;0,0278;0,0556;0,00;0,0278;0,00;0,0556;0,0833;0,1389;0,0556;0,1111;0,0833;0,1389;0,0278;0,0833;0,0556
N35;Harnröhrenstriktur;1933;2,8448;2,3513;0;1;13;9;28;50;50;53;60;60;127;156;170;162;149;272;285;179;88;21;0,00;0,0005;0,0067;0,0047;0,0145;0,0259;0,0259;0,0274;0,031;0,031;0,0657;0,0807;0,0879;0,0838;0,0771;0,1407;0,1474;0,0926;0,0455;0,0109
N36;Sonstige Krankheiten der Harnröhre;276;2,7101;2,1849;0;2;2;0;1;1;5;4;6;4;6;9;18;25;28;46;44;38;25;12;0,00;0,0072;0,0072;0,00;0,0036;0,0036;0,0181;0,0145;0,0217;0,0145;0,0217;0,0326;0,0652;0,0906;0,1014;0,1667;0,1594;0,1377;0,0906;0,0435
N37;Krankheiten der Harnröhre bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N39;Sonstige Krankheiten des Harnsystems;3917;3,7115;2,8719;13;17;14;6;38;36;40;41;79;163;305;321;288;335;355;505;568;394;283;116;0,0033;0,0043;0,0036;0,0015;0,0097;0,0092;0,0102;0,0105;0,0202;0,0416;0,0779;0,082;0,0735;0,0855;0,0906;0,1289;0,145;0,1006;0,0722;0,0296
N40;Prostatahyperplasie;7359;5,7902;3,1649;0;0;0;0;1;1;0;1;4;18;72;229;594;968;1213;1648;1558;730;269;53;0,00;0,00;0,00;0,00;0,0001;0,0001;0,00;0,0001;0,0005;0,0024;0,0098;0,0311;0,0807;0,1315;0,1648;0,2239;0,2117;0,0992;0,0366;0,0072
N41;Entzündliche Krankheiten der Prostata;702;4,8048;3,1641;0;0;1;0;1;2;5;13;11;24;38;68;85;90;111;103;95;35;15;5;0,00;0,00;0,0014;0,00;0,0014;0,0028;0,0071;0,0185;0,0157;0,0342;0,0541;0,0969;0,1211;0,1282;0,1581;0,1467;0,1353;0,0499;0,0214;0,0071
N42;Sonstige Krankheiten der Prostata;168;5,2917;4,2233;1;0;0;0;0;0;0;0;3;1;3;7;5;22;19;24;36;25;15;7;0,006;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0179;0,006;0,0179;0,0417;0,0298;0,131;0,1131;0,1429;0,2143;0,1488;0,0893;0,0417
N43;Hydrozele und Spermatozele;1816;2,3849;1,8716;4;2;5;12;37;51;26;28;43;78;147;212;218;254;191;219;184;83;21;1;0,0022;0,0011;0,0028;0,0066;0,0204;0,0281;0,0143;0,0154;0,0237;0,043;0,0809;0,1167;0,12;0,1399;0,1052;0,1206;0,1013;0,0457;0,0116;0,0006
N44;Hodentorsion und Hydatidentorsion;335;1,591;1,0708;6;9;32;112;67;41;15;23;6;12;6;4;1;1;0;0;0;0;0;0;0,0179;0,0269;0,0955;0,3343;0,20;0,1224;0,0448;0,0687;0,0179;0,0358;0,0179;0,0119;0,003;0,003;0,00;0,00;0,00;0,00;0,00;0,00
N45;Orchitis und Epididymitis;996;5,1265;3,2315;0;1;2;5;22;40;46;39;49;60;69;95;83;74;75;108;115;64;42;7;0,00;0,001;0,002;0,005;0,0221;0,0402;0,0462;0,0392;0,0492;0,0602;0,0693;0,0954;0,0833;0,0743;0,0753;0,1084;0,1155;0,0643;0,0422;0,007
N46;Sterilität beim Mann;9;1,00;0,00;0;0;0;0;0;0;2;2;1;3;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,2222;0,2222;0,1111;0,3333;0,00;0,00;0,1111;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N47;Vorhauthypertrophie, Phimose und Paraphimose;765;1,6745;1,5289;18;39;42;24;21;31;18;14;12;18;31;39;48;44;51;64;101;65;59;26;0,0235;0,051;0,0549;0,0314;0,0275;0,0405;0,0235;0,0183;0,0157;0,0235;0,0405;0,051;0,0627;0,0575;0,0667;0,0837;0,132;0,085;0,0771;0,034
N48;Sonstige Krankheiten des Penis;209;2,9139;3,1259;0;6;6;1;6;17;21;7;7;10;13;20;18;11;12;18;10;16;2;8;0,00;0,0287;0,0287;0,0048;0,0287;0,0813;0,1005;0,0335;0,0335;0,0478;0,0622;0,0957;0,0861;0,0526;0,0574;0,0861;0,0478;0,0766;0,0096;0,0383
N49;Entzündliche Krankheiten der männlichen Genitalorgane, anderenorts nicht klassifiziert;232;4,2026;4,6447;0;0;1;0;2;10;18;15;19;31;30;21;21;21;10;10;14;4;4;1;0,00;0,00;0,0043;0,00;0,0086;0,0431;0,0776;0,0647;0,0819;0,1336;0,1293;0,0905;0,0905;0,0905;0,0431;0,0431;0,0603;0,0172;0,0172;0,0043
N50;Sonstige Krankheiten der männlichen Genitalorgane;156;2,5705;3,0525;2;3;2;6;10;13;10;7;15;11;12;12;10;11;8;10;10;1;2;1;0,0128;0,0192;0,0128;0,0385;0,0641;0,0833;0,0641;0,0449;0,0962;0,0705;0,0769;0,0769;0,0641;0,0705;0,0513;0,0641;0,0641;0,0064;0,0128;0,0064
N51;Krankheiten der männlichen Genitalorgane bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N60;Gutartige Mammadysplasie [Brustdrüsendysplasie];232;2,0948;1,6461;0;0;0;0;6;12;14;16;19;29;33;40;15;15;8;14;9;1;1;0;0,00;0,00;0,00;0,00;0,0259;0,0517;0,0603;0,069;0,0819;0,125;0,1422;0,1724;0,0647;0,0647;0,0345;0,0603;0,0388;0,0043;0,0043;0,00
